Unnamed: 0,Code,Transport,Longitude,Latitude,Station,District.Name,Neighborhood.Name
0,K001,Underground,2.11937,41.399203,FGC (L6) - REINA ELISENDA (Sortida Duquesa d'Orleans)-,Sarrià-Sant Gervasi,Sarrià
1,K001,Underground,2.135427,41.397791,FGC (L6) - LA BONANOVA-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
2,K001,Underground,2.185391,41.451492,METRO (L11) - CASA DE L'AIGUA (C. Vila-Real)-,Nou Barris,la Trinitat Nova
3,K001,Underground,2.174473,41.460889,METRO (L11) - CIUTAT MERIDIANA (C. Pedraforca)-,Nou Barris,Ciutat Meridiana
4,K001,Underground,2.168588,41.3872,METRO (L1) - CATALUNYA (Rda. Universitat)-,Eixample,la Dreta de l'Eixample
5,K001,Underground,2.168507,41.387706,METRO (L1) - CATALUNYA (Rambla de Catalunya)-,Eixample,la Dreta de l'Eixample
6,K001,Underground,2.118998,41.398967,FGC (L6) - REINA ELISENDA-,Sarrià-Sant Gervasi,Sarrià
7,K001,Underground,2.083994,41.362753,METRO (L5) - SANT ILDEFONS-,Ciutat Vella,Sant Ildefons
8,K001,Underground,2.142987,41.424923,"METRO (L3, L5) - VALL D'HEBRON (C. de les Basses d'Horta)-",Horta-Guinardó,la Vall d'Hebron
9,K002,Railway (FGC),2.158326,41.392331,FGC - PROVENÇA (C. de Provença)-,Eixample,l'Antiga Esquerra de l'Eixample
10,K001,Underground,2.100302,41.362977,METRO (L1) - RAMBLA JUST OLIVERAS-,Ciutat Vella,la Maternitat i Sant Ramon
11,K001,Underground,2.179581,41.40018,METRO (L2) - MONUMENTAL (C. de la Marina)-,Eixample,el Fort Pienc
12,K001,Underground,2.153966,41.37907,METRO (L1) - ROCAFORT (C. de Rocafort)-,Eixample,la Nova Esquerra de l'Eixample
13,K001,Underground,2.168735,41.389295,METRO (L2) - PASSEIG DE GRÀCIA (Pg. de Gràcia)-,Eixample,la Dreta de l'Eixample
14,K001,Underground,2.161228,41.430042,METRO (L5) - HORTA (Pl. d'Eivissa)-,Horta-Guinardó,Horta
15,K011,Tram,2.098896,41.376486,"TRAMVIA (T1,T2,T3) - CA N'OLIVERES-",Sarrià-Sant Gervasi,Ca n'Oliveres
16,K001,Underground,2.13319,41.373293,METRO (L1) - MERCAT NOU (C. d'Antoni de Capmany)-,Sants-Montjuïc,Sants
17,K001,Underground,2.145478,41.378565,METRO (L3) - TARRAGONA-,Eixample,la Nova Esquerra de l'Eixample
18,K001,Underground,2.147798,41.434855,METRO (L3) - MUNDET (Can Marcet)-,Horta-Guinardó,la Vall d'Hebron
20,K001,Underground,2.215909,41.41174,METRO (L4) - EL MARESME-FÒRUM (C. del Maresme)-,Sant Martí,el Besòs i el Maresme
21,K001,Underground,2.163252,41.385015,METRO (L2) - UNIVERSITAT-,Eixample,Sant Antoni
22,K011,Tram,2.197653,41.411242,"TRAMVIA (T5, T6) - ESPRONCEDA-",Sant Martí,Provençals del Poblenou
23,K011,Tram,2.115012,41.38048,"TRAMVIA (T1,T2,T3) - AVINGUDA DE XILE-",Les Corts,la Maternitat i Sant Ramon
24,K011,Tram,2.106023,41.376071,"TRAMVIA (T1,T2,T3) - CAN RIGAL-",Sarrià-Sant Gervasi,la Maternitat i Sant Ramon
25,K011,Tram,2.222916,41.430456,TRAMVIA (T5) - ENCANTS DE SANT ADRIÀ-,Gràcia,Sant Joan Baptista
26,K011,Tram,2.219829,41.411777,TRAMVIA (T4) - FÒRUM-,Sant Martí,el Besòs i el Maresme
27,K011,Tram,2.230412,41.423854,"TRAMVIA (T4, T6) - ESTACIÓ DE SANT ADRIÀ-",Gràcia,Sant Joan Baptista
28,K011,Tram,2.062227,41.360383,"TRAMVIA (T1,T2) - FONTSANTA-FATJÓ-",Ciutat Vella,Fontsanta - Fatjó
29,K008,Maritime station,2.182868,41.370929,Estació Marítima INTERNACIONAL-,Ciutat Vella,el Raval
30,K001,Underground,2.125369,41.357005,FGC (L8) - EUROPA / FIRA-,Sants-Montjuïc,Sants - Badal
31,K001,Underground,2.178826,41.444145,METRO (L4) - VIA JÚLIA (Via Júlia - Joaquim Valls)-,Nou Barris,la Prosperitat
32,K001,Underground,2.141603,41.380858,METRO (L3) - SANTS ESTACIÓ (C. de Numància)-,Sants-Montjuïc,Sants
33,K001,Underground,2.171334,41.394796,METRO (L4) - GIRONA (C. de Girona)-,Eixample,la Dreta de l'Eixample
34,K001,Underground,2.172883,41.436715,METRO (L4) - LLUCMAJOR (Pg. del Verdum)-,Nou Barris,la Guineueta
35,K001,Underground,2.127313,41.375605,METRO (L5) - BADAL-,Sants-Montjuïc,Sants - Badal
36,K001,Underground,2.202855,41.403481,METRO (L4) - POBLENOU (C. de Pujades)-,Sant Martí,el Poblenou
37,K001,Underground,2.180781,41.423505,METRO (L5) - CONGRÉS (C. de Garcilaso)-,Sant Andreu,el Congrés i els Indians
38,K001,Underground,2.14909,41.374291,METRO (L3) - ESPANYA (Pl. d'Espanya)-,Sants-Montjuïc,el Poble-sec
39,K003,RENFE,2.181768,41.496321,RENFE - MONTCADA-RIPOLLET-,Nou Barris,Torre Baró
40,K003,RENFE,2.170436,41.388108,RENFE - CATALUNYA-,Eixample,la Dreta de l'Eixample
41,K003,RENFE,2.09108,41.331201,RENFE - EL PRAT DE LLOBREGAT-,Gràcia,la Maternitat i Sant Ramon
42,K011,Tram,2.076889,41.365513,"TRAMVIA (T1,T2) - EL PEDRÒ-",Ciutat Vella,el Pedró
43,K001,Underground,2.127857,41.388357,METRO (L3) - MARIA CRISTINA (Pl. de la Reina Maria Cristina)-,Les Corts,les Corts
44,K001,Underground,2.163681,41.384514,METRO (L2) - UNIVERSITAT (Rda. de Sant Antoni)-,Eixample,Sant Antoni
45,K001,Underground,2.106775,41.373558,METRO (L5) - PUBILLA CASES-,Sarrià-Sant Gervasi,la Maternitat i Sant Ramon
46,K001,Underground,2.155013,41.423558,METRO (L5) - EL CARMEL (C. de Llobregós - Mercat)-,Horta-Guinardó,el Carmel
48,K001,Underground,2.072672,41.356107,METRO (L5) - CORNELLÀ CENTRE-,Ciutat Vella,Centre
50,K001,Underground,2.149504,41.419877,METRO (L5) - EL COLL / LA TEIXONERA (C. del Beat Almató)-,Gràcia,el Coll
51,K001,Underground,2.176315,41.404257,METRO (L2) - SAGRADA FAMÍLIA-,Eixample,la Sagrada Família
52,K001,Underground,2.16623,41.412431,METRO (L4) - ALFONS X (Parc de les Aigües)-,Horta-Guinardó,el Baix Guinardó
53,K001,Underground,2.165088,41.412123,METRO (L4) - ALFONS X (Pl. d'Alfons el Savi)-,Horta-Guinardó,el Baix Guinardó
54,K001,Underground,2.224024,41.442346,METRO (L10) - LA SALUT-,Les Corts,la Salut
55,K001,Underground,2.180022,41.400331,METRO (L2) - MONUMENTAL (C. de la Diputació)-,Eixample,el Fort Pienc
56,K001,Underground,2.170433,41.375177,METRO (L3) - PARAL·LEL (C. Nou de la Rambla)-,Ciutat Vella,el Raval
57,K002,Railway (FGC),2.135427,41.397791,FGC - BONANOVA-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
58,K002,Railway (FGC),2.139248,41.405731,FGC - EL PUTXET-,Sarrià-Sant Gervasi,el Putxet i el Farró
59,K011,Tram,2.075814,41.372339,TRAMVIA (T3) - SANT MARTÍ DE L'ERM-,Ciutat Vella,la Maternitat i Sant Ramon
60,K002,Railway (FGC),2.125112,41.39896,FGC - SARRIÀ-,Sarrià-Sant Gervasi,les Tres Torres
61,K001,Underground,2.207988,41.451908,METRO (L1) - SANTA COLOMA-,Eixample,la Trinitat Vella
63,K001,Underground,2.186428,41.39558,METRO (L1) - MARINA (Av. Meridiana)-,Eixample,el Fort Pienc
64,K004,Airport train,2.189397,41.410259,Tren AEROPORT - CLOT-,Sant Martí,el Clot
65,K001,Underground,2.217787,41.451728,METRO (L1) - FONDO-,Sant Martí,la Trinitat Vella
66,K001,Underground,2.110686,41.351236,METRO (L1) - BELLVITGE-,Gràcia,Sants - Badal
67,K002,Railway (FGC),2.073187,41.444795,FGC - LA FLORESTA-,Sarrià-Sant Gervasi,la Floresta
68,K011,Tram,2.134953,41.412807,TRAMVIA BLAU - AV. TIBIDABO (Bosch i Alsina-Josep Mª Florensa)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
69,K011,Tram,2.075217,41.378842,TRAMVIA (T3) - RAMBLA DE SANT JUST-,Ciutat Vella,la Maternitat i Sant Ramon
70,K011,Tram,2.22618,41.418903,"TRAMVIA (T4, T6) - PORT FÒRUM-",Gràcia,La Catalana
71,K002,Railway (FGC),2.167015,41.385919,FGC - CATALUNYA (C. de Balmes)-,Eixample,la Dreta de l'Eixample
72,K001,Underground,2.228147,41.435342,METRO (L2) - SANT ROC-,Gràcia,Sant Roc
73,K001,Underground,2.209671,41.408202,METRO (L4) - SELVA DE MAR (C. de la Selva de Mar)-,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
74,K011,Tram,2.084309,41.373477,"TRAMVIA (T1,T2,T3) - LA SARDANA-",Ciutat Vella,la Plana
75,K002,Railway (FGC),2.137173,41.410227,FGC - AVINGUDA DEL TIBIDABO-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
76,K001,Underground,2.175485,41.394285,METRO (L2) - TETUAN (Pl. de Tetuan)-,Eixample,la Dreta de l'Eixample
77,K001,Underground,2.17912,41.459624,METRO (L11) - TORRE BARÓ - VALLBONA (C. Sant Feliu de Codines)-,Nou Barris,Torre Baró
78,K001,Underground,2.129976,41.369557,METRO (L1) - SANTA EULÀLIA-,Sants-Montjuïc,Sants
79,K001,Underground,2.176558,41.425638,METRO (L5) - MARAGALL (Av. de Borbó)-,Nou Barris,Vilapicina i la Torre Llobeta
80,K001,Underground,2.160904,41.395745,METRO (L3) - DIAGONAL (Pg. de Gràcia)-,Eixample,la Dreta de l'Eixample
81,K001,Underground,2.170725,41.38604,METRO (L3) - CATALUNYA (C. Fontanella)-,Ciutat Vella,el Barri Gòtic
82,K001,Underground,2.145084,41.411401,METRO (L3) - VALLCARCA-,Gràcia,Vallcarca i els Penitents
83,K001,Underground,2.15177,41.388946,METRO (L5) - HOSPITAL CLÍNIC (C. de Villarroel)-,Eixample,l'Antiga Esquerra de l'Eixample
84,K001,Underground,2.130075,41.398154,FGC (L6) - LES TRES TORRES-,Sarrià-Sant Gervasi,les Tres Torres
85,K002,Railway (FGC),2.142617,41.403596,FGC - PADUA-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
86,K002,Railway (FGC),2.11937,41.399203,FGC - REINA ELISENDA (Sortida Duquesa d'Orleans)-,Sarrià-Sant Gervasi,Sarrià
87,K001,Underground,2.215908,41.446684,METRO (L9) - SANTA ROSA-,Sant Martí,la Trinitat Vella
88,K001,Underground,2.183562,41.430861,METRO (L1) - FABRA I PUIG (Av. Meridiana)-,Sant Andreu,Sant Andreu
90,K001,Underground,2.137493,41.37525,METRO (L1) - PLAÇA DE SANTS (C. de Sants)-,Sants-Montjuïc,Sants
91,K001,Underground,2.187072,41.395422,METRO (L1) - MARINA (C. dels Almogàvers)-,Sant Martí,el Parc i la Llacuna del Poblenou
92,K001,Underground,2.131389,41.384545,METRO (L3) - LES CORTS-,Les Corts,les Corts
93,K001,Underground,2.187086,41.416156,METRO (L1) - NAVAS-,Sant Andreu,Navas
94,K001,Underground,2.160483,41.42973,METRO (L5) - HORTA (C. del Tajo)-,Horta-Guinardó,Horta
96,K010,Cableway,2.180119,41.372103,Transbordador del Port - Jaume I-,Ciutat Vella,el Raval
97,K008,Maritime station,2.178562,41.359077,Estació Marítima B-,Ciutat Vella,la Marina del Prat Vermell
98,K001,Underground,2.177118,41.44795,METRO (L3) - ROQUETES (Pla dels Cirerers)-,Nou Barris,les Roquetes
99,K001,Underground,2.184457,41.449665,METRO (L3) - TRINITAT NOVA (Parc/Tamariu)-,Nou Barris,la Trinitat Nova
100,K001,Underground,2.184161,41.449514,METRO (L3) - TRINITAT NOVA-,Nou Barris,la Trinitat Nova
101,K001,Underground,2.177349,41.422701,METRO (L4) - MARAGALL (Rda. del Guinardó)-,Horta-Guinardó,el Guinardó
102,K001,Underground,2.150676,41.388476,METRO (L5) - HOSPITAL CLÍNIC (C. del Comte d'Urgell)-,Eixample,l'Antiga Esquerra de l'Eixample
103,K001,Underground,2.141512,41.381522,METRO (L3) - SANTS ESTACIÓ-,Sants-Montjuïc,Sants
104,K001,Underground,2.120049,41.375998,METRO (L5) - COLLBLANC-,Eixample,Sants - Badal
105,K004,Airport train,2.165256,41.39187,Tren AEROPORT - PASSEIG DE GRÀCIA-,Eixample,la Dreta de l'Eixample
106,K003,RENFE,2.021024,41.410017,RENFE - MOLINS DE REI-,Ciutat Vella,Can Graner
107,K003,RENFE,2.249093,41.445856,RENFE - BADALONA-,Ciutat Vella,Centre
108,K003,RENFE,2.187908,41.409832,RENFE - CLOT-,Sant Martí,el Clot
110,K003,RENFE,2.167379,41.481319,RENFE - MONTCADA I REIXAC-STA. MARIA-,Nou Barris,Ciutat Meridiana
111,K003,RENFE,2.181952,41.393385,RENFE - ARC DE TRIOMF-,Eixample,el Fort Pienc
113,K001,Underground,2.090782,41.366055,METRO (L5) - CAN BOIXERES-,Ciutat Vella,la Maternitat i Sant Ramon
114,K001,Underground,2.217371,41.433504,METRO (L2) - ARTIGUES-SANT ADRIÀ-,Gràcia,Artigues
115,K001,Underground,2.180381,41.391664,METRO (L1) - ARC DE TRIOMF (Avda. de Vilanova)-,Eixample,el Fort Pienc
116,K001,Underground,2.142362,41.375134,METRO (L1) - HOSTAFRANCS (C. del Moianès)-,Sants-Montjuïc,Hostafrancs
117,K001,Underground,2.163163,41.406001,METRO (L4) - JOANIC (C. de Pi i Margall)-,Gràcia,el Camp d'en Grassot i Gràcia Nova
119,K001,Underground,2.150029,41.375363,METRO (L3) - ESPANYA (Gv. Corts Catalanes)-,Eixample,Sant Antoni
120,K001,Underground,2.16169,41.375204,METRO (L3) - POBLE SEC (Av. del Paral.lel)-,Eixample,Sant Antoni
121,K001,Underground,2.174845,41.429404,METRO (L5) - VIRREI AMAT (Pl. de Virrei Amat)-,Nou Barris,Vilapicina i la Torre Llobeta
122,K001,Underground,2.182124,41.423447,METRO (L5) - CONGRÉS (Pl. dels Indians)-,Sant Andreu,el Congrés i els Indians
123,K001,Underground,2.167494,41.399121,METRO (L5) - VERDAGUER (C. de Bailèn)-,Eixample,la Dreta de l'Eixample
124,K001,Underground,2.195013,41.415283,METRO (L2) - BAC DE RODA-,Sant Martí,Sant Martí de Provençals
125,K001,Underground,2.193133,41.429748,"METRO (L9, L10) - ONZE DE SETEMBRE-",Sant Andreu,Sant Andreu
126,K001,Underground,2.142617,41.403596,FGC (L7) - PADUA-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
127,K001,Underground,2.143251,41.398645,FGC (L6) - MUNTANER-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
128,K001,Underground,2.182802,41.407068,METRO (L2) - ENCANTS (C. de València)-,Sant Martí,el Camp de l'Arpa del Clot
129,K001,Underground,2.151636,41.399679,"FGC (L6,L7) - GRÀCIA (C. de Marià Cubí)-",Sarrià-Sant Gervasi,Sant Gervasi - Galvany
130,K001,Underground,2.125789,41.398544,FGC (L6) - SARRIÀ-,Sarrià-Sant Gervasi,les Tres Torres
131,K001,Underground,2.180061,41.392387,METRO (L1) - ARC DE TRIOMF-,Eixample,el Fort Pienc
132,K001,Underground,2.157006,41.438128,METRO (L3) - VALLDAURA-,Horta-Guinardó,Horta
133,K002,Railway (FGC),2.142754,41.398631,FGC - MUNTANER-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
134,K011,Tram,2.213571,41.417238,"TRAMVIA (T5, T6) - ALFONS EL MAGNÀNIM-",Sant Martí,el Besòs i el Maresme
135,K011,Tram,2.217564,41.41938,"TRAMVIA (T5, T6) - PARC DEL BESÓS-",Sant Martí,El Besòs
136,K002,Railway (FGC),2.130828,41.397781,FGC - LES TRES TORRES-,Sarrià-Sant Gervasi,les Tres Torres
137,K001,Underground,2.187272,41.423089,METRO (L1) - LA SAGRERA (C. de Garcilaso)-,Sant Andreu,la Sagrera
138,K001,Underground,2.187513,41.402698,METRO (L1) - GLÒRIES-,Sant Martí,el Parc i la Llacuna del Poblenou
139,K001,Underground,2.186842,41.395574,METRO (L1) - MARINA-,Sant Martí,el Parc i la Llacuna del Poblenou
140,K001,Underground,2.164571,41.386145,METRO (L1) - UNIVERSITAT (Rda. de la Universitat)-,Eixample,la Dreta de l'Eixample
141,K001,Underground,2.190501,41.442298,METRO (L1) - TORRAS I BAGES (C. de Palomar)-,Sant Andreu,Sant Andreu
143,K001,Underground,2.187098,41.402063,METRO (L1) - GLÒRIES (Av. Meridiana)-,Sant Martí,el Parc i la Llacuna del Poblenou
144,K001,Underground,2.102669,41.357404,METRO (L1) - AVINGUDA CARRILET-,Ciutat Vella,la Maternitat i Sant Ramon
145,K011,Tram,2.193551,41.408024,"TRAMVIA (T5, T6) - CAN JAUMANDREU-",Sant Martí,Provençals del Poblenou
146,K002,Railway (FGC),2.147016,41.401372,FGC - SANT GERVASI-,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
148,K011,Tram,2.132153,41.415065,TRAMVIA BLAU - AV. TIBIDABO (Teodor Roviralta-Adrià Margarit)-,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
149,K001,Underground,2.186173,41.410117,METRO (L2) - CLOT (C. de Sibelius)-,Sant Martí,el Camp de l'Arpa del Clot
150,K001,Underground,2.103659,41.368289,METRO (L1) - CAN SERRA-,Sant Andreu,la Maternitat i Sant Ramon
152,K001,Underground,2.159449,41.382955,METRO (L1) - URGELL (Gv. Corts Catalanes)-,Eixample,l'Antiga Esquerra de l'Eixample
153,K001,Underground,2.163015,41.379953,METRO (L2) - SANT ANTONI-,Eixample,Sant Antoni
154,K001,Underground,2.078917,41.357389,METRO (L5) - GAVARRA-,Ciutat Vella,la Gavarra
155,K001,Underground,2.166992,41.430601,METRO (L5) - VILAPICINA (C. de Canfranc)-,Nou Barris,el Turó de la Peira
156,K001,Underground,2.159849,41.382668,METRO (L1) - URGELL (C. de Villarroel)-,Eixample,Sant Antoni
157,K001,Underground,2.16776,41.430824,METRO (L5) - VILAPICINA-,Nou Barris,el Turó de la Peira
158,K002,Railway (FGC),2.00528,41.398991,FGC - CAN ROS-,Ciutat Vella,Can Ros
159,K002,Railway (FGC),2.031499,41.363609,FGC - COLÒNIA GÜELL-,Ciutat Vella,la Maternitat i Sant Ramon
160,K001,Underground,2.118699,41.398423,FGC (L6) - REINA ELISENDA (Sortida J. V. Foix)-,Sarrià-Sant Gervasi,Sarrià
161,K001,Underground,2.139887,41.381979,METRO (L3) - SANTS ESTACIÓ (C. d'Enric Bargés)-,Sants-Montjuïc,Sants
162,K001,Underground,2.164163,41.385551,METRO (L1) - UNIVERSITAT-,Eixample,Sant Antoni
163,K001,Underground,2.160122,41.396315,METRO (L3) - DIAGONAL (Av. Diagonal)-,Eixample,la Dreta de l'Eixample
164,K001,Underground,2.175987,41.377112,METRO (L3) - DRASSANES (C. del Portal de Santa Madrona)-,Ciutat Vella,el Raval
166,K001,Underground,2.174133,41.430266,METRO (L5) - VIRREI AMAT (Pg. Fabra i Puig)-,Nou Barris,Vilapicina i la Torre Llobeta
167,K001,Underground,2.187229,41.415812,METRO (L1) - NAVAS (C. de Palència)-,Sant Andreu,Navas
168,K001,Underground,2.181619,41.44867,"METRO (L4,L11) - TRINITAT NOVA (Aiguablava)-",Nou Barris,la Trinitat Nova
169,K001,Underground,2.176324,41.411021,METRO (L5) - SANT PAU-DOS DE MAIG-,Eixample,la Sagrada Família
171,K001,Underground,2.152507,41.399554,"FGC (L6,L7) - GRÀCIA-",Gràcia,la Vila de Gràcia
172,K001,Underground,2.118013,41.385808,METRO (L3) - PALAU REIAL (Av. Diagonal)-,Les Corts,la Maternitat i Sant Ramon
173,K001,Underground,2.208411,41.407903,METRO (L4) - SELVA DE MAR (C. de Provençals)-,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
174,K001,Underground,2.168457,41.430572,METRO (L5) - VILAPICINA (Pg. de Fabra i Puig)-,Nou Barris,el Turó de la Peira
175,K011,Tram,2.05321,41.379349,Tramvia (T3) - SANT FELIU/CONSELL COMARCAL-,Ciutat Vella,Pla del Vent - Torreblanca
176,K011,Tram,2.203312,41.40744,TRAMVIA (T4) - FLUVIÀ-,Sant Martí,Provençals del Poblenou
177,K009,Funicular,2.111267,41.409124,Funicular VALLVIDRERA - inferior-,Sarrià-Sant Gervasi,Sarrià
178,K003,RENFE,2.183101,41.430862,RENFE - SANT ANDREU ARENAL-,Sant Andreu,Sant Andreu
179,K001,Underground,2.23821,41.444591,METRO (L2) - PEP VENTURA-,Ciutat Vella,Pep Ventura
180,K001,Underground,2.18566,41.382674,METRO (L4) - BARCELONETA-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
181,K001,Underground,2.206472,41.423961,METRO (L4) - LA PAU-,Sant Martí,la Verneda i la Pau
182,K001,Underground,2.177694,41.424269,METRO (L4) - MARAGALL-,Sant Andreu,el Congrés i els Indians
183,K001,Underground,2.203212,41.40344,METRO (L4) - POBLENOU-,Sant Martí,el Poblenou
184,K001,Underground,2.126495,41.387932,METRO (L3) - MARIA CRISTINA (Av. Diagonal)-,Les Corts,la Maternitat i Sant Ramon
185,K003,RENFE,2.165256,41.39187,RENFE - PASSEIG DE GRÀCIA-,Eixample,la Dreta de l'Eixample
188,K003,RENFE,2.185449,41.384232,RENFE - DE FRANÇA-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
189,K011,Tram,2.087563,41.376495,"TRAMVIA (T1,T2,T3) - PONT D'ESPLUGUES-",Ciutat Vella,el Centre
190,K011,Tram,2.066109,41.356699,"TRAMVIA (T1,T2) - LES AIGÜES-",Ciutat Vella,Fontsanta - Fatjó
192,K001,Underground,2.173104,41.388481,METRO (L4) - URQUINAONA-,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
193,K001,Underground,2.168592,41.40017,METRO (L4) - VERDAGUER-,Eixample,la Dreta de l'Eixample
194,K001,Underground,2.209904,41.430056,METRO (L2) - VERNEDA-,Sant Martí,La Verneda
197,K001,Underground,2.174535,41.415996,METRO (L4) - HOSPITAL DE SANT PAU-GUINARDÓ-,Horta-Guinardó,el Guinardó
199,K001,Underground,2.187238,41.402882,METRO (L1) - GLÒRIES (Pl. de les Glòries Catalanes)-,Sant Martí,el Parc i la Llacuna del Poblenou
